"film_id","Title","Description","ReleaseYear","Language","RentalDuration","RentalRate","Rating","Length","ReplacementCost","SpecialFeatures","Category","Actors"
780,"SENSIBILITY REAR","A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory",2006,"English",7,4.99,"PG",98,15.99,"Behind the Scenes","Family","61//CHRISTIAN//NEESON,74//MILLA//KEITEL,75//BURT//POSEY,106//GROUCHO//DUNST,121//LIZA//BERGMAN,174//MICHAEL//BENING"
781,"SEVEN SWARM","A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin",2006,"English",4,4.99,"R",127,15.99,"Deleted Scenes","Games","24//CAMERON//STREEP,56//DAN//HARRIS,63//CAMERON//WRAY,76//ANGELINA//ASTAIRE,107//GINA//DEGENERES,136//ED//MANSFIELD,195//JAYNE//SILVERSTONE"
782,"SHAKESPEARE SADDLE","A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention",2006,"English",6,2.99,"PG-13",60,26.99,"Commentaries,Behind the Scenes","Sports","10//CHRISTIAN//GABLE,23//SANDRA//KILMER,84//JAMES//PITT,98//CHRIS//BRIDGES,119//WARREN//JACKMAN,149//RUSSELL//TEMPLE"
783,"SHANE DARKNESS","A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin",2006,"English",5,2.99,"PG",93,22.99,"Commentaries,Deleted Scenes","Travel","15//CUBA//OLIVIER,60//HENRY//BERRY,117//RENEE//TRACY"
784,"SHANGHAI TYCOON","A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House",2006,"English",7,2.99,"PG",47,20.99,"Commentaries,Deleted Scenes,Behind the Scenes","Travel","20//LUCILLE//TRACY,41//JODIE//DEGENERES,44//NICK//STALLONE,60//HENRY//BERRY,83//BEN//WILLIS,116//DAN//STREEP,159//LAURA//BRODY,199//JULIA//FAWCETT"
785,"SHAWSHANK BUBBLE","A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park",2006,"English",6,4.99,"PG",80,20.99,"Commentaries,Deleted Scenes","Travel","19//BOB//FAWCETT,37//VAL//BOLGER,88//KENNETH//PESCI,109//SYLVESTER//DERN,117//RENEE//TRACY,124//SCARLETT//BENING,144//ANGELA//WITHERSPOON,155//IAN//TANDY,163//CHRISTOPHER//WEST,199//JULIA//FAWCETT"
786,"SHEPHERD MIDSUMMER","A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon",2006,"English",7,0.99,"R",113,14.99,"Deleted Scenes","Children","109//SYLVESTER//DERN,119//WARREN//JACKMAN,123//JULIANNE//DENCH,162//OPRAH//KILMER,194//MERYL//ALLEN"
787,"SHINING ROSES","A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India",2006,"English",4,0.99,"G",125,12.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Travel","47//JULIA//BARRYMORE,82//WOODY//JOLIE,101//SUSAN//DAVIS,141//CATE//HARRIS,184//HUMPHREY//GARLAND"
788,"SHIP WONDERLAND","A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",2006,"English",5,2.99,"R",104,15.99,"Commentaries","Documentary","34//AUDREY//OLIVIER,79//MAE//HOFFMAN,80//RALPH//CRUZ,94//KENNETH//TORN,118//CUBA//ALLEN,119//WARREN//JACKMAN,166//NICK//DEGENERES,189//CUBA//BIRCH"
789,"SHOCK CABIN","A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans",2006,"English",7,2.99,"PG-13",79,15.99,"Trailers,Commentaries,Behind the Scenes","Foreign","159//LAURA//BRODY"
790,"SHOOTIST SUPERFLY","A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin",2006,"English",6,0.99,"PG-13",67,22.99,"Trailers","Drama","28//WOODY//HOFFMAN,47//JULIA//BARRYMORE,55//FAY//KILMER"
791,"SHOW LORD","A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan",2006,"English",3,4.99,"PG-13",167,24.99,"Deleted Scenes","Documentary","69//KENNETH//PALTROW,127//KEVIN//GARLAND"
792,"SHREK LICENSE","A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat",2006,"English",7,2.99,"PG-13",154,15.99,"Commentaries","Foreign","48//FRANCES//DAY-LEWIS,143//RIVER//DEAN,148//EMILY//DEE"
793,"SHRUNK DIVINE","A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon",2006,"English",6,2.99,"R",139,14.99,"Trailers,Deleted Scenes,Behind the Scenes","Action","28//WOODY//HOFFMAN,31//SISSY//SOBIESKI,38//TOM//MCKELLEN,66//MARY//TANDY"
794,"SIDE ARK","A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies",2006,"English",5,0.99,"G",52,28.99,"Deleted Scenes,Behind the Scenes","Action","17//HELEN//VOIGHT,34//AUDREY//OLIVIER,142//JADA//RYDER,160//CHRIS//DEPP,167//LAURENCE//BULLOCK,195//JAYNE//SILVERSTONE"
795,"SIEGE MADRE","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft",2006,"English",7,0.99,"R",111,23.99,"Trailers,Deleted Scenes","Family","15//CUBA//OLIVIER,26//RIP//CRAWFORD,50//NATALIE//HOPKINS,56//DAN//HARRIS,105//SIDNEY//CROWE,122//SALMA//NOLTE,196//BELA//WALKEN"
796,"SIERRA DIVIDE","A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California",2006,"English",3,0.99,"NC-17",135,12.99,"Commentaries,Deleted Scenes","Sports","99//JIM//MOSTEL,102//WALTER//TORN,107//GINA//DEGENERES,112//RUSSELL//BACALL,198//MARY//KEITEL"
797,"SILENCE KANE","A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon",2006,"English",7,0.99,"R",67,23.99,"Trailers,Deleted Scenes,Behind the Scenes","Music","30//SANDRA//PECK,45//REESE//KILMER,117//RENEE//TRACY,174//MICHAEL//BENING"
798,"SILVERADO GOLDFINGER","A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India",2006,"English",4,4.99,"PG",74,11.99,"Trailers,Commentaries","Sci-Fi","4//JENNIFER//DAVIS,21//KIRSTEN//PALTROW,42//TOM//MIRANDA,131//JANE//JACKMAN,165//AL//GARLAND"
799,"SIMON NORTH","A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank",2006,"English",3,0.99,"NC-17",51,26.99,"Trailers,Commentaries","Horror","40//JOHNNY//CAGE,41//JODIE//DEGENERES,158//VIVIEN//BASINGER"
800,"SINNERS ATLANTIS","A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft",2006,"English",7,2.99,"PG-13",126,19.99,"Trailers,Commentaries,Deleted Scenes","Horror","17//HELEN//VOIGHT,58//CHRISTIAN//AKROYD,159//LAURA//BRODY,167//LAURENCE//BULLOCK"
801,"SISTER FREDDY","A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia",2006,"English",5,4.99,"PG-13",152,19.99,"Trailers,Behind the Scenes","Children","110//SUSAN//DAVIS,164//HUMPHREY//WILLIS,191//GREGORY//GOODING"
802,"SKY MIRACLE","A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House",2006,"English",7,2.99,"PG",132,15.99,"Trailers,Commentaries,Deleted Scenes","Action","22//ELVIS//MARX,31//SISSY//SOBIESKI,82//WOODY//JOLIE,92//KIRSTEN//AKROYD,102//WALTER//TORN,119//WARREN//JACKMAN,154//MERYL//GIBSON,157//GRETA//MALDEN,159//LAURA//BRODY,167//LAURENCE//BULLOCK,176//JON//CHASE,190//AUDREY//BAILEY"
804,"SLEEPING SUSPECTS","A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention",2006,"English",7,4.99,"PG-13",129,13.99,"Trailers,Commentaries","Horror","21//KIRSTEN//PALTROW,23//SANDRA//KILMER,74//MILLA//KEITEL,168//WILL//WILSON"
805,"SLEEPLESS MONSOON","A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia",2006,"English",5,4.99,"G",64,12.99,"Trailers,Deleted Scenes,Behind the Scenes","Animation","7//GRACE//MOSTEL,27//JULIA//MCQUEEN,60//HENRY//BERRY,129//DARYL//CRAWFORD"
806,"SLEEPY JAPANESE","A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback",2006,"English",4,2.99,"PG",137,25.99,"Trailers,Commentaries,Deleted Scenes","New","7//GRACE//MOSTEL,132//ADAM//HOPPER,133//RICHARD//PENN,136//ED//MANSFIELD,190//AUDREY//BAILEY,198//MARY//KEITEL"
807,"SLEUTH ORIENT","A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India",2006,"English",4,0.99,"NC-17",87,25.99,"Deleted Scenes,Behind the Scenes","Games","80//RALPH//CRUZ,91//CHRISTOPHER//BERRY,114//MORGAN//MCDORMAND,161//HARVEY//HOPE,165//AL//GARLAND,168//WILL//WILSON,193//BURT//TEMPLE"
808,"SLING LUKE","A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park",2006,"English",5,0.99,"R",84,10.99,"Behind the Scenes","Classics","18//DAN//TORN,86//GREG//CHAPLIN,136//ED//MANSFIELD"
809,"SLIPPER FIDELITY","A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention",2006,"English",5,0.99,"PG-13",156,14.99,"Trailers,Deleted Scenes","Sports","63//CAMERON//WRAY,84//JAMES//PITT,130//GRETA//KEITEL,131//JANE//JACKMAN,165//AL//GARLAND,174//MICHAEL//BENING,180//JEFF//SILVERSTONE"
810,"SLUMS DUCK","A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat",2006,"English",5,0.99,"PG",147,21.99,"Commentaries,Deleted Scenes,Behind the Scenes","Family","45//REESE//KILMER,102//WALTER//TORN,149//RUSSELL//TEMPLE"
811,"SMILE EARRING","A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin",2006,"English",4,2.99,"G",60,29.99,"Commentaries,Behind the Scenes","Travel","2//NICK//WAHLBERG,5//JOHNNY//LOLLOBRIGIDA,9//JOE//SWANK,49//ANNE//CRONYN,78//GROUCHO//SINATRA,149//RUSSELL//TEMPLE,179//ED//GUINESS,180//JEFF//SILVERSTONE"
812,"SMOKING BARBARELLA","A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention",2006,"English",7,0.99,"PG-13",50,13.99,"Behind the Scenes","Documentary","12//KARL//BERRY,29//ALEC//WAYNE,52//CARMEN//HUNT,85//MINNIE//ZELLWEGER,117//RENEE//TRACY,158//VIVIEN//BASINGER"
813,"SMOOCHY CONTROL","A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China",2006,"English",7,0.99,"R",184,18.99,"Behind the Scenes","Sports","95//DARYL//WAHLBERG,195//JAYNE//SILVERSTONE"
814,"SNATCH SLIPPER","A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin",2006,"English",6,4.99,"PG",110,15.99,"Commentaries","Comedy","124//SCARLETT//BENING,128//CATE//MCQUEEN,135//RITA//REYNOLDS"
815,"SNATCHERS MONTEZUMA","A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies",2006,"English",4,2.99,"PG-13",74,14.99,"Commentaries","Classics","9//JOE//SWANK,32//TIM//HACKMAN,39//GOLDIE//BRODY,55//FAY//KILMER,100//SPENCER//DEPP,169//KENNETH//HOFFMAN,188//ROCK//DUKAKIS,196//BELA//WALKEN,197//REESE//WEST"
816,"SNOWMAN ROLLERCOASTER","A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse",2006,"English",3,0.99,"G",62,27.99,"Trailers","Animation","13//UMA//WOOD,28//WOODY//HOFFMAN,181//MATTHEW//CARREY"
817,"SOLDIERS EVOLUTION","A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station",2006,"English",7,4.99,"R",185,27.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Sci-Fi","5//JOHNNY//LOLLOBRIGIDA,13//UMA//WOOD,15//CUBA//OLIVIER,35//JUDY//DEAN,90//SEAN//GUINESS,112//RUSSELL//BACALL,153//MINNIE//KILMER,179//ED//GUINESS,198//MARY//KEITEL"
818,"SOMETHING DUCK","A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station",2006,"English",4,4.99,"NC-17",180,17.99,"Commentaries,Behind the Scenes","Drama","136//ED//MANSFIELD,159//LAURA//BRODY,185//MICHAEL//BOLGER"
819,"SONG HEDWIG","A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention",2006,"English",3,0.99,"PG-13",165,29.99,"Trailers,Deleted Scenes","Music","88//KENNETH//PESCI,127//KEVIN//GARLAND,182//DEBBIE//AKROYD,191//GREGORY//GOODING,192//JOHN//SUVARI"
820,"SONS INTERVIEW","A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China",2006,"English",3,2.99,"NC-17",184,11.99,"Commentaries,Behind the Scenes","Animation","23//SANDRA//KILMER,46//PARKER//GOLDBERG,140//WHOOPI//HURT,164//HUMPHREY//WILLIS,180//JEFF//SILVERSTONE,189//CUBA//BIRCH"
821,"SORORITY QUEEN","A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat",2006,"English",6,0.99,"NC-17",184,17.99,"Trailers,Deleted Scenes","Foreign","26//RIP//CRAWFORD,141//CATE//HARRIS,143//RIVER//DEAN,152//BEN//HARRIS"
822,"SOUP WISDOM","A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention",2006,"English",6,0.99,"R",169,12.99,"Behind the Scenes","Family","103//MATTHEW//LEIGH,145//KIM//ALLEN"
823,"SOUTH WAIT","A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park",2006,"English",4,2.99,"R",143,21.99,"Commentaries,Behind the Scenes","Action","70//MICHELLE//MCCONAUGHEY,73//GARY//PENN"
824,"SPARTACUS CHEAPER","A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse",2006,"English",4,4.99,"NC-17",52,19.99,"Deleted Scenes,Behind the Scenes","Family","98//CHRIS//BRIDGES,158//VIVIEN//BASINGER,180//JEFF//SILVERSTONE"
825,"SPEAKEASY DATE","A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse",2006,"English",6,2.99,"PG-13",165,22.99,"Deleted Scenes,Behind the Scenes","Action","44//NICK//STALLONE,92//KIRSTEN//AKROYD,161//HARVEY//HOPE"
826,"SPEED SUIT","A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China",2006,"English",7,4.99,"PG-13",124,19.99,"Commentaries,Behind the Scenes","Travel","6//BETTE//NICHOLSON,23//SANDRA//KILMER,97//MEG//HAWKE,129//DARYL//CRAWFORD,160//CHRIS//DEPP,168//WILL//WILSON"
827,"SPICE SORORITY","A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft",2006,"English",5,4.99,"NC-17",141,22.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Drama","3//ED//CHASE,28//WOODY//HOFFMAN,38//TOM//MCKELLEN,43//KIRK//JOVOVICH,55//FAY//KILMER,81//SCARLETT//DAMON,114//MORGAN//MCDORMAND,174//MICHAEL//BENING,176//JON//CHASE,177//GENE//MCKELLEN,191//GREGORY//GOODING"
828,"SPIKING ELEMENT","A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery",2006,"English",7,2.99,"G",79,12.99,"Trailers,Deleted Scenes,Behind the Scenes","Classics","95//DARYL//WAHLBERG,101//SUSAN//DAVIS,102//WALTER//TORN,175//WILLIAM//HACKMAN,182//DEBBIE//AKROYD,193//BURT//TEMPLE"
829,"SPINAL ROCKY","A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California",2006,"English",7,2.99,"PG-13",138,12.99,"Commentaries,Deleted Scenes","Family","24//CAMERON//STREEP,46//PARKER//GOLDBERG,50//NATALIE//HOPKINS,66//MARY//TANDY,91//CHRISTOPHER//BERRY,98//CHRIS//BRIDGES,112//RUSSELL//BACALL,141//CATE//HARRIS"
830,"SPIRIT FLINTSTONES","A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan",2006,"English",7,0.99,"R",149,23.99,"Commentaries,Deleted Scenes","Horror","27//JULIA//MCQUEEN,46//PARKER//GOLDBERG,60//HENRY//BERRY,84//JAMES//PITT,87//SPENCER//PECK,120//PENELOPE//MONROE,140//WHOOPI//HURT,143//RIVER//DEAN,158//VIVIEN//BASINGER,174//MICHAEL//BENING,191//GREGORY//GOODING"
831,"SPIRITED CASUALTIES","A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory",2006,"English",5,0.99,"PG-13",138,20.99,"Commentaries,Behind the Scenes","Sci-Fi","39//GOLDIE//BRODY,61//CHRISTIAN//NEESON,105//SIDNEY//CROWE,107//GINA//DEGENERES,117//RENEE//TRACY"
832,"SPLASH GUMP","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank",2006,"English",5,0.99,"PG",175,16.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Family","1//PENELOPE//GUINESS,4//JENNIFER//DAVIS,13//UMA//WOOD,24//CAMERON//STREEP,61//CHRISTIAN//NEESON,64//RAY//JOHANSSON,96//GENE//WILLIS,137//MORGAN//WILLIAMS,164//HUMPHREY//WILLIS,165//AL//GARLAND"
833,"SPLENDOR PATTON","A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin",2006,"English",5,0.99,"R",134,20.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Children","13//UMA//WOOD,23//SANDRA//KILMER,43//KIRK//JOVOVICH,71//ADAM//GRANT,83//BEN//WILLIS,89//CHARLIZE//DENCH,163//CHRISTOPHER//WEST,165//AL//GARLAND,172//GROUCHO//WILLIAMS,196//BELA//WALKEN"
834,"SPOILERS HELLFIGHTERS","A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico",2006,"English",4,0.99,"G",151,26.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Documentary","68//RIP//WINSLET,70//MICHELLE//MCCONAUGHEY,74//MILLA//KEITEL,129//DARYL//CRAWFORD,164//HUMPHREY//WILLIS,191//GREGORY//GOODING,193//BURT//TEMPLE"
835,"SPY MILE","A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon",2006,"English",6,2.99,"PG-13",112,13.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Games","28//WOODY//HOFFMAN,40//JOHNNY//CAGE,60//HENRY//BERRY,93//ELLEN//PRESLEY,99//JIM//MOSTEL,105//SIDNEY//CROWE,140//WHOOPI//HURT,157//GRETA//MALDEN"
836,"SQUAD FISH","A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin",2006,"English",3,2.99,"PG",136,14.99,"Commentaries,Deleted Scenes,Behind the Scenes","Sports","34//AUDREY//OLIVIER,46//PARKER//GOLDBERG,74//MILLA//KEITEL,126//FRANCES//TOMEI,181//MATTHEW//CARREY"
837,"STAGE WORLD","A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat",2006,"English",4,2.99,"PG",85,19.99,"Commentaries,Behind the Scenes","Comedy","102//WALTER//TORN,196//BELA//WALKEN"
838,"STAGECOACH ARMAGEDDON","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",2006,"English",5,4.99,"R",112,25.99,"Trailers,Deleted Scenes","Action","12//KARL//BERRY,30//SANDRA//PECK,82//WOODY//JOLIE,90//SEAN//GUINESS,92//KIRSTEN//AKROYD,113//MORGAN//HOPKINS"
839,"STALLION SUNDANCE","A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia",2006,"English",5,0.99,"PG-13",130,23.99,"Deleted Scenes,Behind the Scenes","Sci-Fi","37//VAL//BOLGER,38//TOM//MCKELLEN,68//RIP//WINSLET,82//WOODY//JOLIE,88//KENNETH//PESCI,127//KEVIN//GARLAND,176//JON//CHASE"
840,"STAMPEDE DISTURBING","A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat",2006,"English",5,0.99,"R",75,26.99,"Commentaries,Deleted Scenes,Behind the Scenes","Games","37//VAL//BOLGER,50//NATALIE//HOPKINS,68//RIP//WINSLET,79//MAE//HOFFMAN,141//CATE//HARRIS,158//VIVIEN//BASINGER"
841,"STAR OPERATION","A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank",2006,"English",5,2.99,"PG",181,9.99,"Commentaries","Sports","5//JOHNNY//LOLLOBRIGIDA,101//SUSAN//DAVIS,114//MORGAN//MCDORMAND,137//MORGAN//WILLIAMS,168//WILL//WILSON"
842,"STATE WASTELAND","A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat",2006,"English",4,2.99,"NC-17",113,13.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Games","18//DAN//TORN,23//SANDRA//KILMER,54//PENELOPE//PINKETT,136//ED//MANSFIELD,142//JADA//RYDER,154//MERYL//GIBSON,175//WILLIAM//HACKMAN"
843,"STEEL SANTA","A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria",2006,"English",4,4.99,"NC-17",143,15.99,"Commentaries,Deleted Scenes","Classics","13//UMA//WOOD,84//JAMES//PITT,198//MARY//KEITEL"
844,"STEERS ARMAGEDDON","A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention",2006,"English",6,4.99,"PG",140,16.99,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","Sports","56//DAN//HARRIS,116//DAN//STREEP,156//FAY//WOOD,162//OPRAH//KILMER"
845,"STEPMOM DREAM","A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention",2006,"English",7,4.99,"NC-17",48,9.99,"Deleted Scenes,Behind the Scenes","Foreign","102//WALTER//TORN,144//ANGELA//WITHERSPOON,182//DEBBIE//AKROYD,185//MICHAEL//BOLGER"
846,"STING PERSONAL","A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat",2006,"English",3,4.99,"NC-17",93,9.99,"Commentaries,Deleted Scenes,Behind the Scenes","New","7//GRACE//MOSTEL,34//AUDREY//OLIVIER,96//GENE//WILLIS,100//SPENCER//DEPP,115//HARRISON//BALE,127//KEVIN//GARLAND,152//BEN//HARRIS"
847,"STOCK GLASS","A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China",2006,"English",7,2.99,"PG",160,10.99,"Commentaries","New","14//VIVIEN//BERGEN,51//GARY//PHOENIX,111//CAMERON//ZELLWEGER,121//LIZA//BERGMAN,153//MINNIE//KILMER,169//KENNETH//HOFFMAN,180//JEFF//SILVERSTONE"
848,"STONE FIRE","A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia",2006,"English",3,0.99,"G",94,19.99,"Trailers","Travel","74//MILLA//KEITEL"
849,"STORM HAPPINESS","A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank",2006,"English",6,0.99,"NC-17",57,28.99,"Trailers,Commentaries,Behind the Scenes","Animation","91//CHRISTOPHER//BERRY,107//GINA//DEGENERES,141//CATE//HARRIS,155//IAN//TANDY,169//KENNETH//HOFFMAN,171//OLYMPIA//PFEIFFER,188//ROCK//DUKAKIS,191//GREGORY//GOODING"
850,"STORY SIDE","A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft",2006,"English",7,0.99,"R",163,27.99,"Trailers,Behind the Scenes","Action","11//ZERO//CAGE,76//ANGELINA//ASTAIRE,100//SPENCER//DEPP,161//HARVEY//HOPE,183//RUSSELL//CLOSE"
851,"STRAIGHT HOURS","A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback",2006,"English",3,0.99,"R",151,19.99,"Commentaries,Behind the Scenes","Sports","56//DAN//HARRIS,164//HUMPHREY//WILLIS,193//BURT//TEMPLE"
852,"STRANGELOVE DESIRE","A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park",2006,"English",4,0.99,"NC-17",103,27.99,"Trailers,Commentaries,Deleted Scenes","Children","57//JUDE//CRUISE,64//RAY//JOHANSSON,65//ANGELA//HUDSON,78//GROUCHO//SINATRA,102//WALTER//TORN,118//CUBA//ALLEN,173//ALAN//DREYFUSS,174//MICHAEL//BENING,179//ED//GUINESS"
853,"STRANGER STRANGERS","A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station",2006,"English",3,4.99,"G",139,12.99,"Commentaries,Deleted Scenes","Children","17//HELEN//VOIGHT,23//SANDRA//KILMER,34//AUDREY//OLIVIER,37//VAL//BOLGER,38//TOM//MCKELLEN,59//DUSTIN//TAUTOU,79//MAE//HOFFMAN,174//MICHAEL//BENING,189//CUBA//BIRCH"
854,"STRANGERS GRAFFITI","A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico",2006,"English",4,4.99,"R",119,22.99,"Trailers,Behind the Scenes","Horror","11//ZERO//CAGE,27//JULIA//MCQUEEN,44//NICK//STALLONE,72//SEAN//WILLIAMS,150//JAYNE//NOLTE"
855,"STREAK RIDGEMONT","A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans",2006,"English",7,0.99,"PG-13",132,28.99,"Trailers,Behind the Scenes","Documentary","23//SANDRA//KILMER,90//SEAN//GUINESS,95//DARYL//WAHLBERG"
856,"STREETCAR INTENTIONS","A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",2006,"English",5,4.99,"R",73,11.99,"Commentaries","Horror","14//VIVIEN//BERGEN,23//SANDRA//KILMER,58//CHRISTIAN//AKROYD,70//MICHELLE//MCCONAUGHEY,93//ELLEN//PRESLEY,112//RUSSELL//BACALL,167//LAURENCE//BULLOCK"
857,"STRICTLY SCARFACE","A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House",2006,"English",3,2.99,"PG-13",144,24.99,"Commentaries,Deleted Scenes,Behind the Scenes","Comedy","86//GREG//CHAPLIN,129//DARYL//CRAWFORD,140//WHOOPI//HURT,173//ALAN//DREYFUSS"
858,"SUBMARINE BED","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",2006,"English",5,4.99,"R",127,21.99,"Trailers","Comedy","4//JENNIFER//DAVIS,54//PENELOPE//PINKETT,58//CHRISTIAN//AKROYD,80//RALPH//CRUZ,90//SEAN//GUINESS,105//SIDNEY//CROWE,106//GROUCHO//DUNST,119//WARREN//JACKMAN,124//SCARLETT//BENING,191//GREGORY//GOODING,198//MARY//KEITEL"
859,"SUGAR WONKA","A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park",2006,"English",3,4.99,"PG",114,20.99,"Trailers,Commentaries,Behind the Scenes","Animation","8//MATTHEW//JOHANSSON,91//CHRISTOPHER//BERRY,107//GINA//DEGENERES,142//JADA//RYDER,176//JON//CHASE"
